crawlDate;description;id;publishedDate;source;tags;tickers;title;url;dateTime
2019-04-17T15:12:16.109297Z;5G commercialization will be a starting point for its chipset market's growth.;16340554;2019-04-17T13:42:00Z;zacks.com;['Analyst Blog', 'Financial Services', 'Stock', 'Technology'];['aapl', 'avgo', 'brcm', 'csco', 'mfg', 'qcom', 'qrvo', 'xlnx'];5G Chipset Market Humming: 3 Solid Buys;https://www.zacks.com/stock/news/386795/5g-chipset-market-humming-3-solid-buys;2019-04-18 15:12:16
2019-04-17T15:26:23.452522Z;Fifth-generation (5G) chipset market is set to gain immensely, especially, in the United States as the country is impatiently awaiting its arrival..;16340723;2019-04-17T13:42:00Z;nasdaq.com;['Business', 'Investing', 'Stock', 'Stocks', 'Technology', 'United States'];['aapl', 'avgo', 'brcm', 'csco', 'qcom', 'qrvo', 'xlnx'];5G Chipset Market Humming: 3 Solid Buys;https://www.nasdaq.com/article/5g-chipset-market-humming-3-solid-buys-cm1131615;2019-04-18 15:26:23
2019-04-17T15:31:14.292028Z;The House of Mouse won't be the only one benefiting from the debut of its streaming service.;16340872;2019-04-17T15:16:00Z;fool.com;['2F4Bf003-4Bc0-4Abf-A145-32Bf1E462A67', 'Aapl', 'Communication Services', 'Consumer Cyclical', 'Consumer Discretionary', 'Dis', 'Roku', 'Stock', 'Technology'];['aapl', 'dis', 'roku', 'strza', 'strzb'];The Launch of Disney+ Could Be Worth $1 Billion to Roku;https://www.fool.com/investing/2019/04/18/the-launch-of-disney-could-be-worth-1-billion-to-r.aspx?source=iedfolrf0000001;2019-04-18 15:31:14
2019-04-17T15:33:07.051854Z;Amazon and Google's YouTube announced this morning that YouTube's official streaming app will be available on Amazon's Fire TV stick and other devices. Is this good news for consumers? ;16340936;2019-04-17T14:40:53Z;247wallst.com;['Consumer Cyclical', 'Corporate Governance', 'Stock', 'Technology'];['aapl', 'amzn', 'goog', 'googl'];Amazon, YouTube Agree to Play Nice;https://247wallst.com/technology-3/2019/04/18/amazon-youtube-agree-to-play-nice/;2019-04-18 15:33:07
2019-04-17T15:49:34.726185Z;Barriers to entry make investing in foreign and non-public markets challenging. Naspers common stock provides investors with exposure to both in a single securi;16341384;2019-04-17T15:23:58Z;seekingalpha.com;['Consumer Cyclical', 'Conviction Capital Research', 'Financial Services', 'Real Estate', 'Stock', 'Technology', 'Unknown Sector'];['aapl', 'amzn', 'bx', 'bxmt', 'cg', 'ct', 'goog', 'googl', 'nflx', 'npsny', 'sftbf', 'tcehy'];Naspers: Unicorns In The Stable;https://seekingalpha.com/article/4255221-naspers-unicorns-stable;2019-04-18 15:49:34
2019-04-17T15:52:45.064036Z;Spring is blooming and so are semiconductor stocks. Qualcomm re-ignited the buying in this space. Now, it is time that investors look here.;16341522;2019-04-17T15:29:14Z;investorplace.com;['Amd', 'Communication Services', 'Intc', 'Mu', 'Nasdaq:Amd', 'Nasdaq:Intc', 'Nasdaq:Mu', 'Nasdaq:Nxpi', 'Nasdaq:Qcom', 'Nxpi', 'Qcom', 'Stock', 'Stocks To Buy', 'Technology'];['aapl', 'amd', 'intc', 'iqnt', 'mu', 'nvda', 'nxpi', 'qcom'];5 Semiconductor Stocks to Buy for a Spring Charge;https://investorplace.com/2019/04/5-semiconductor-stocks-to-buy-for-a-spring-charge/;2019-04-18 15:52:45
2019-04-17T16:03:57.934105Z;Apple may also be paying Qualcomm between $8 and $9 per iPhone in patent royalty fees.;16341911;2019-04-17T15:49:29Z;cnbc.com;['Breaking News: Technology', 'Business', 'Computing', 'Internet', 'Stock', 'Technology', 'Wireless'];['aapl', 'qcom'];Apple paid up to $6 billion to settle with Qualcomm, UBS estimates;https://www.cnbc.com/2019/04/18/apple-paid-5-billion-to-6-billion-to-settle-with-qualcomm-ubs.html;2019-04-18 16:03:57
2019-04-17T16:13:05.137269Z;Sirius XM's (SIRI) first-quarter 2019 results are expected to benefit from its varied content offerings that include music and sports.;16342151;2019-04-17T15:21:00Z;zacks.com;['Analyst Blog', 'Consumer Cyclical', 'Stock', 'Technology', 'Unknown Sector'];['aapl', 'p', 'pndzf', 'siri', 'spot', 'tm'];Sirius XM (SIRI) to Report Q1 Earnings: What's in the Cards?;https://www.zacks.com/stock/news/388399/sirius-xm-siri-to-report-q1-earnings-whats-in-the-cards;2019-04-18 16:13:05
2019-04-17T16:20:56.121797Z;Sirius XMSIRI is set to report first-quarter 2019 results on Apr 24. Notably, the company's earnings beat the Zacks Consensus Estimate in the.;16342307;2019-04-17T15:21:00Z;nasdaq.com;['Business', 'Consumer Cyclical', 'Earnings', 'Investing', 'Stock', 'Stocks', 'Technology'];['aapl', 'siri', 'spot', 'tm'];Sirius XM (SIRI) to Report Q1 Earnings: What's in the Cards?;https://www.nasdaq.com/article/sirius-xm-siri-to-report-q1-earnings-whats-in-the-cards-cm1131663;2019-04-18 16:20:56
2019-04-17T16:24:24.196080Z;InvestorPlace - Stock Market News, Stock Advice & Trading TipsApple (NASDAQ: AAPL ) stock got off to one of the worst starts in the market in.;16342397;2019-04-17T11:20:34Z;nasdaq.com;['China', 'Financial Services', 'Investing', 'Large Cap', 'Stock', 'Technology', 'Unknown Sector'];['aapl', 'barl', 'ms', 'msk', 'mwg', 'mwo', 'mwr'];With a China Deal on the Horizon, Apple Stock Is Back on Track;https://www.nasdaq.com/article/with-a-china-deal-on-the-horizon-apple-stock-is-back-on-track-cm1131713;2019-04-18 16:24:24
2019-04-17T16:36:25.222599Z;UBS analyst Timothy Arcuri estimates Apple (NASDAQ:AAPL) paid $5B to $6B to Qualcomm (NASDAQ:QCOM) to settle the global litigation.Arcuri used Qualcomm's post-deal guidance that EPS will increase by $;16342694;2019-04-17T16:23:11Z;seekingalpha.com;['Communication Services', 'Stock', 'Technology'];['aapl', 'intc', 'iqnt', 'qcom'];Apple paying Qualcomm $9/iPhone - UBS;https://seekingalpha.com/news/3452021-apple-paying-qualcomm-9-iphone-ubs;2019-04-18 16:36:25
2019-04-17T16:46:48.771573Z;Morgan Stanley reiterated an Overweight rating for the stock.;16343012;2019-04-17T16:09:00Z;barrons.com;['Aapl', 'Alphabet Cl C', 'Amazon.Com', 'Amzn', 'Apple', 'Cloud Computing', 'Computer Hardware', 'Computer Peripherals', 'Computer Storage Devices', 'Computers', 'Computing', 'Consumer Cyclical', 'Consumer Electronics', 'Facebook Cl A', 'Fb', 'Financial Services', 'Googl', 'Microsoft', 'Msft', 'Online Service Providers', 'Seagate Technology', 'Stock', 'Stx', 'Tech Trader', 'Technology', 'Unknown Sector'];['aapl', 'amzn', 'barl', 'fb', 'goog', 'googl', 'ms', 'msft', 'msk', 'mwg', 'mwo', 'mwr', 'stx'];Morgan Stanley Says This Stock Is a Great Way to Trade a Cloud Rebound;https://www.barrons.com/articles/seagate-technology-bullish-cloud-computing-demand-51555603673;2019-04-18 16:46:48
2019-04-17T17:12:45.531106Z;Top tickers for midday: AABA, AAPL, LBTYK, NIO, EBAY, BAC;16343614;2019-04-17T17:12:39.226687Z;talkmarkets.com;['Communication Services', 'Consumer Cyclical', 'ETF', 'Financial Services', 'Options', 'Stock', 'Technology', 'Unknown Sector'];['aaba', 'aapl', 'bac', 'ebay', 'lbtyk', 'nio', 'nio1'];Most Active Equity Options And Strikes For Midday - Thursday, April 18;https://talkmarkets.com/content/options/most-active-equity-options-and-strikes-for-midday-thursday-april-18?post=218260;2019-04-18 17:12:45
2019-04-17T17:14:11.319814Z;ServiceNow was a pioneer of the Saas ITSM industry resulting in ten-bagger stock performance in less than 7 years. The company continues to have three key ingre;16343650;2019-04-17T17:07:49Z;seekingalpha.com;['Consumer Cyclical', 'ETF', 'Financial Services', 'Industrials', 'Steve Auger', 'Stock', 'Technology', 'Unknown Sector'];['aapl', 'amzn', 'bmc', 'fb', 'goog', 'googl', 'hpe', 'ibm', 'it', 'mfgp', 'moat', 'morn', 'msft', 'now', 'rbs'];ServiceNow Is On The Road To Becoming A 100-Bagger;https://seekingalpha.com/article/4255254-servicenow-road-becoming-100-bagger;2019-04-18 17:14:11
2019-04-17T17:14:28.899802Z;Zoom and IPO both debuted on the public market on Thursday, and Zoom is getting more investor love out of the gate.;16343638;2019-04-17T16:18:34Z;cnbc.com;['Breaking News: Technology', 'Business', 'Computing', 'Consumer Cyclical', 'Internet', 'Social Media', 'Stock', 'Technology', 'Unknown Sector', 'Wireless'];['aapl', 'amzn', 'fb', 'googl', 'lyft', 'pins', 'twtr', 'zm'];Zoom is worth billions more than Pinterest as both go public — even though it's half the size;https://www.cnbc.com/2019/04/18/zoom-is-worth-more-than-pinterest-after-their-ipos.html;2019-04-18 17:14:28
2019-04-17T17:52:46.883855Z;The tech giant is betting big on its subscription gaming service.;16344596;2019-04-17T17:30:00Z;fool.com;['8Bee6Dee-Bfe6-4718-B8Fb-0A9B781F27B8', 'Aapl', 'Consumer Cyclical', 'Stock', 'Technology', 'Tiingo Top'];['aapl', 'nflx'];Will Apple Arcade Pay Off?;https://www.fool.com/investing/2019/04/18/will-apple-arcade-pay-off.aspx?source=iedfolrf0000001;2019-04-18 17:52:46
2019-04-17T18:03:48.611342Z;Thursday's Apple Rumors include the Apple Watch getting more authentication options with Macs, payments estimates to QCOM and more.;16344706;2019-04-17T18:01:43Z;investorplace.com;['Aapl', 'Hot Stocks', 'Nasdaq:Aapl', 'Nasdaq:Qcom', 'Qcom', 'Stock', 'Technology'];['aapl', 'qcom'];Thursday Apple Rumors: 2019 iPhone Lineup Will Sport Better Selfie Cams;https://investorplace.com/2019/04/apple-2019-iphone-selfie-cam-improving/;2019-04-18 18:03:48
